category,date_calculated,sum,YYYY,exmonth
Information Technology Broadcasting and Telecommunications,2012-02-01,17636.83,2012,2
Information Technology Broadcasting and Telecommunications,2013-03-01,654,2013,3
Information Technology Broadcasting and Telecommunications,2014-08-01,6957.55,2014,8
Information Technology Broadcasting and Telecommunications,2012-03-01,13978.16,2012,3
Information Technology Broadcasting and Telecommunications,2011-08-01,1125,2011,8
Information Technology Broadcasting and Telecommunications,2012-06-01,11263.12,2012,6
Information Technology Broadcasting and Telecommunications,2011-04-01,660,2011,4
Information Technology Broadcasting and Telecommunications,2012-07-01,6477.64,2012,7
Information Technology Broadcasting and Telecommunications,2012-11-01,6936.45,2012,11
Information Technology Broadcasting and Telecommunications,2014-10-01,4044.44,2014,10
Information Technology Broadcasting and Telecommunications,2012-01-01,5720.8,2012,1
Information Technology Broadcasting and Telecommunications,2011-02-01,1539.46,2011,2
Information Technology Broadcasting and Telecommunications,2012-08-01,5145.29,2012,8
Information Technology Broadcasting and Telecommunications,2012-05-01,761.27,2012,5
Information Technology Broadcasting and Telecommunications,2014-11-01,2617.11,2014,11
Information Technology Broadcasting and Telecommunications,2012-10-01,11989.55,2012,10
Information Technology Broadcasting and Telecommunications,2011-10-01,7637,2011,10
Information Technology Broadcasting and Telecommunications,2012-04-01,6222.91,2012,4
Information Technology Broadcasting and Telecommunications,2012-12-01,11380,2012,12
Information technology consultation services,2013-03-01,39313.36,2013,3
Information technology consultation services,2013-05-01,6000,2013,5
Information technology consultation services,2013-04-01,11520.51,2013,4
Information technology consultation services,2013-09-01,21688.4,2013,9
Information technology consultation services,2013-12-01,19479.58,2013,12
Information technology consultation services,2011-08-01,58062.26,2011,8
Information technology consultation services,2012-03-01,90937.7,2012,3
Information technology consultation services,2011-09-01,56826.62,2011,9
Information technology consultation services,2011-07-01,145979.41,2011,7
Information technology consultation services,2012-09-01,99986.34,2012,9
Information technology consultation services,2013-07-01,150000,2013,7
Information technology consultation services,2014-12-01,43957.21,2014,12
Information technology consultation services,2011-06-01,284150.33,2011,6
Information technology consultation services,2011-03-01,88604.4600000001,2011,3
Information technology consultation services,2014-01-01,31772.67,2014,1
Information technology consultation services,2012-02-01,179074.29,2012,2
Information technology consultation services,2013-02-01,233312.33,2013,2
Information technology consultation services,2013-11-01,115289.81,2013,11
Information technology consultation services,2011-12-01,71894.61,2011,12
Information technology consultation services,2011-02-01,30365.38,2011,2
Information technology consultation services,2013-10-01,81913.93,2013,10
Information technology consultation services,2014-04-01,11500,2014,4
Information technology consultation services,2012-08-01,55790.91,2012,8
Information technology consultation services,2012-01-01,78238.14,2012,1
Information technology consultation services,2014-02-01,88943.83,2014,2
Information technology consultation services,2012-05-01,90149.02,2012,5
Information technology consultation services,2012-10-01,64041.44,2012,10
Information technology consultation services,2011-10-01,350573.53,2011,10
Information technology consultation services,2014-11-01,79606.62,2014,11
Information technology consultation services,2013-08-01,6770,2013,8
Information technology consultation services,2011-05-01,32727.36,2011,5
Information technology consultation services,2012-04-01,305782.17,2012,4
Information technology consultation services,2012-12-01,42749.66,2012,12
Information technology consultation services,2011-01-01,38970.74,2011,1
Information technology consultation services,2012-06-01,41914.35,2012,6
Information technology consultation services,2014-06-01,1450,2014,6
Information technology consultation services,2014-07-01,21257,2014,7
Information technology consultation services,2014-03-01,103794.36,2014,3
Information technology consultation services,2011-04-01,51151.43,2011,4
Information technology consultation services,2013-06-01,32704.87,2013,6
Information technology consultation services,2011-11-01,52960.74,2011,11
Information technology consultation services,2012-07-01,65457.5,2012,7
Information technology consultation services,2014-10-01,76843.35,2014,10
Information technology consultation services,2012-11-01,70513.11,2012,11
Information technology consultation services,2013-01-01,60748.17,2013,1
Insurance and retirement services,2012-08-01,510.56,2012,8
Insurance and retirement services,2014-10-01,750,2014,10
Intermediate processed and refined ore products,2011-07-01,1472,2011,7
Intermediate processed and refined ore products,2011-09-01,736,2011,9
Intermediate processed and refined ore products,2011-06-01,736,2011,6
Intermediate processed and refined ore products,2013-03-01,920,2013,3
Intermediate processed and refined ore products,2012-03-01,1206,2012,3
Intermediate processed and refined ore products,2011-04-01,736,2011,4
Intermediate processed and refined ore products,2011-01-01,1657,2011,1
Intermediate processed and refined ore products,2012-11-01,920,2012,11
Intermediate processed and refined ore products,2013-01-01,920,2013,1
Intermediate processed and refined ore products,2012-08-01,3310.2,2012,8
Intermediate processed and refined ore products,2012-01-01,2560.95,2012,1
Intermediate processed and refined ore products,2014-11-01,4069.8,2014,11
Landscaping services,2013-02-01,1327,2013,2
Landscaping services,2011-12-01,630,2011,12
Landscaping services,2012-02-01,719.25,2012,2
Landscaping services,2011-06-01,725.4,2011,6
Landscaping services,2011-07-01,27130.13,2011,7
Landscaping services,2011-09-01,1115,2011,9
Landscaping services,2013-01-01,951.6,2013,1
Landscaping services,2012-11-01,2255,2012,11
Landscaping services,2014-10-01,1667,2014,10
Landscaping services,2012-07-01,951.6,2012,7
Landscaping services,2011-04-01,4626.25,2011,4
Landscaping services,2012-06-01,620,2012,6
Landscaping services,2012-04-01,4671.8,2012,4
Landscaping services,2012-12-01,675,2012,12
Landscaping services,2014-11-01,142.8,2014,11
Landscaping services,2012-10-01,1327,2012,10
Landscaping services,2011-10-01,719.25,2011,10
Landscaping services,2012-05-01,2485,2012,5
Landscaping services,2012-01-01,1020,2012,1
Landscaping services,2011-02-01,13085.81,2011,2
Landscaping services,2012-08-01,2695,2012,8
