category,date_calculated,sum,YYYY,exmonth
Extraction,2013-03-01,39123.42,2013,3
Extraction,2013-04-01,1193.08,2013,4
Extraction,2013-12-01,40329,2013,12
Extraction,2012-03-01,312409.75,2012,3
Extraction,2011-08-01,38181.65,2011,8
Extraction,2011-09-01,38169.18,2011,9
Extraction,2014-05-01,792.36,2014,5
Extraction,2013-07-01,1183.02,2013,7
Extraction,2014-12-01,34579.56,2014,12
Extraction,2011-07-01,38169.18,2011,7
Extraction,2012-09-01,57660.86,2012,9
Extraction,2011-06-01,90981.91,2011,6
Extraction,2013-02-01,298250.08,2013,2
Extraction,2011-12-01,38169.18,2011,12
Extraction,2013-11-01,614.04,2013,11
Extraction,2014-01-01,189101.35,2014,1
Extraction,2011-03-01,218804.01,2011,3
Extraction,2012-02-01,304836.85,2012,2
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2013-04-01,12742,2013,4
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2012-03-01,1137.85,2012,3
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2013-11-01,1211.75,2013,11
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2011-12-01,2167.7,2011,12
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2012-02-01,543.85,2012,2
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2011-03-01,14221,2011,3
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2012-01-01,1083.85,2012,1
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2013-10-01,1627.8,2013,10
Farming and Fishing and Forestry and Wildlife Machinery and Accessories,2012-04-01,13510.9,2012,4
Fibers and textiles and fabric industries,2011-08-01,1481,2011,8
Fibers and textiles and fabric industries,2012-03-01,4154.43,2012,3
Fibers and textiles and fabric industries,2011-12-01,2524.3,2011,12
Fibers and textiles and fabric industries,2013-02-01,2250.75,2013,2
Fibers and textiles and fabric industries,2012-05-01,480.24,2012,5
Fibers and textiles and fabric industries,2012-08-01,6580,2012,8
Fibers and textiles and fabric industries,2013-10-01,997.5,2013,10
Fibers and textiles and fabric industries,2011-02-01,1978.5,2011,2
Fibers and textiles and fabric industries,2012-01-01,5600,2012,1
Fibers and textiles and fabric industries,2012-12-01,1336,2012,12
Fibers and textiles and fabric industries,2012-10-01,1567.24,2012,10
Fibers and textiles and fabric industries,2011-04-01,2150.25,2011,4
Fibers and textiles and fabric industries,2012-06-01,2660,2012,6
Fibers and textiles and fabric industries,2012-07-01,1252.45,2012,7
Financial accounting service,2012-03-01,2710.16,2012,3
Financial accounting service,2011-03-01,871.66,2011,3
Financial accounting service,2011-12-01,1190,2011,12
Financial accounting service,2012-09-01,2502,2012,9
Financial accounting service,2011-07-01,2214.8,2011,7
Financial accounting service,2014-05-01,1200,2014,5
Financial accounting service,2012-10-01,472.41,2012,10
Financial accounting service,2011-02-01,2501.84,2011,2
Financial accounting service,2012-11-01,15164.4,2012,11
Financial accounting service,2013-01-01,848.6,2013,1
Financial accounting service,2012-07-01,604.42,2012,7
Financial accounting service,2011-11-01,1430,2011,11
Financial accounting service,2011-04-01,3913.2,2011,4
Financial accounting service,2012-06-01,775.5,2012,6
Financial accounting service,2011-01-01,7132.41,2011,1
Financial and Insurance Services,2011-06-01,6303.67,2011,6
Financial and Insurance Services,2011-03-01,343463.65,2011,3
Financial and Insurance Services,2012-02-01,2174.89,2012,2
Financial and Insurance Services,2013-02-01,17569.38,2013,2
Financial and Insurance Services,2013-11-01,10715.24,2013,11
Financial and Insurance Services,2011-12-01,17396.39,2011,12
Financial and Insurance Services,2011-09-01,291096.23,2011,9
Financial and Insurance Services,2011-07-01,7828.78,2011,7
Financial and Insurance Services,2012-09-01,13904.78,2012,9
Financial and Insurance Services,2014-12-01,8316.58,2014,12
Financial and Insurance Services,2013-07-01,48638.88,2013,7
Financial and Insurance Services,2011-08-01,8504.97,2011,8
Financial and Insurance Services,2012-03-01,271953.93,2012,3
Financial and Insurance Services,2013-04-01,11776.62,2013,4
Financial and Insurance Services,2013-09-01,5393.65,2013,9
Financial and Insurance Services,2013-05-01,40553.53,2013,5
Financial and Insurance Services,2013-03-01,8336.86,2013,3
Financial and Insurance Services,2011-11-01,23682.82,2011,11
Financial and Insurance Services,2012-07-01,42230.71,2012,7
Financial and Insurance Services,2012-11-01,18414.28,2012,11
Financial and Insurance Services,2014-10-01,12520.49,2014,10
Financial and Insurance Services,2013-01-01,104186.55,2013,1
Financial and Insurance Services,2014-06-01,2620.5,2014,6
Financial and Insurance Services,2012-06-01,22736.52,2012,6
Financial and Insurance Services,2011-01-01,38336.11,2011,1
Financial and Insurance Services,2011-04-01,120311.95,2011,4
Financial and Insurance Services,2013-06-01,11640.62,2013,6
Financial and Insurance Services,2012-10-01,28325.29,2012,10
Financial and Insurance Services,2011-10-01,15583.11,2011,10
Financial and Insurance Services,2013-08-01,16880.26,2013,8
Financial and Insurance Services,2014-11-01,14641.22,2014,11
Financial and Insurance Services,2011-05-01,13724.21,2011,5
Financial and Insurance Services,2012-04-01,5950.96,2012,4
Financial and Insurance Services,2012-12-01,302369.22,2012,12
Financial and Insurance Services,2011-02-01,62321.16,2011,2
Financial and Insurance Services,2012-08-01,18135.99,2012,8
Financial and Insurance Services,2013-10-01,39366.05,2013,10
Financial and Insurance Services,2012-01-01,36782.93,2012,1
Financial and Insurance Services,2012-05-01,18287.08,2012,5
Fire services,2011-06-01,3191.3,2011,6
Fire services,2011-03-01,580.32,2011,3
Fire services,2012-02-01,940.3,2012,2
Fire services,2011-12-01,1486.74,2011,12
Fire services,2014-12-01,12629.3,2014,12
Fire services,2012-03-01,1256.22,2012,3
Fire services,2013-03-01,1638.28,2013,3
Fire services,2011-11-01,671,2011,11
Fire services,2012-07-01,1663.5,2012,7
Fire services,2012-11-01,3642.18,2012,11
Fire services,2014-10-01,1786.5,2014,10
Fire services,2013-01-01,608.34,2013,1
Fire services,2012-06-01,491.32,2012,6
Fire services,2011-04-01,2015.94,2011,4
Fire services,2013-06-01,1116,2013,6
Fire services,2012-10-01,1398.21,2012,10
Fire services,2014-11-01,629.3,2014,11
Fire services,2011-05-01,721.5,2011,5
Fire services,2012-04-01,2828.91,2012,4
Fire services,2012-12-01,3190.92,2012,12
Fire services,2012-08-01,3088,2012,8
Fire services,2012-01-01,2500,2012,1
Fire services,2012-05-01,1691.75,2012,5
Fishing and hunting equipment,2013-07-01,7650.54,2013,7
Fishing and hunting equipment,2014-12-01,1111.5,2014,12
Fishing and hunting equipment,2014-01-01,615,2014,1
Fishing and hunting equipment,2013-11-01,8338.08,2013,11
Fishing and hunting equipment,2013-09-01,1392.6,2013,9
Fishing and hunting equipment,2013-12-01,430,2013,12
Fishing and hunting equipment,2014-03-01,950,2014,3
Fishing and hunting equipment,2014-10-01,1096.73,2014,10
Fishing and hunting equipment,2013-10-01,2725.1,2013,10
Floor coverings,2013-03-01,11289.48,2013,3
Floor coverings,2013-09-01,11307.87,2013,9
Floor coverings,2013-05-01,3534.49,2013,5
Floor coverings,2012-03-01,27376.43,2012,3
Floor coverings,2013-07-01,485,2013,7
Floor coverings,2014-12-01,489,2014,12
Floor coverings,2011-07-01,5739.94,2011,7
Floor coverings,2012-09-01,451.28,2012,9
Floor coverings,2011-09-01,842,2011,9
Floor coverings,2013-11-01,497.52,2013,11
Floor coverings,2011-12-01,8708.5,2011,12
Floor coverings,2011-03-01,11258.46,2011,3
Floor coverings,2012-02-01,7497.76,2012,2
Floor coverings,2011-06-01,6688.84,2011,6
Floor coverings,2012-05-01,1035.41,2012,5
Floor coverings,2012-01-01,1076,2012,1
Floor coverings,2011-02-01,1796.62,2011,2
Floor coverings,2012-08-01,4307.6,2012,8
Floor coverings,2013-10-01,695,2013,10
Floor coverings,2012-04-01,34169.51,2012,4
Floor coverings,2012-12-01,7803.92,2012,12
Floor coverings,2014-11-01,2227.95,2014,11
Floor coverings,2011-05-01,12187.91,2011,5
Floor coverings,2012-10-01,9267.45,2012,10
Floor coverings,2011-10-01,1840.4,2011,10
Floor coverings,2011-04-01,19006.99,2011,4
Floor coverings,2011-01-01,968,2011,1
Floor coverings,2012-06-01,3268.35,2012,6
Floor coverings,2013-01-01,32621.05,2013,1
Floor coverings,2012-11-01,14358.05,2012,11
Floor coverings,2011-11-01,2182,2011,11
Floor coverings,2012-07-01,17119.05,2012,7
Fluid and gas distribution,2013-03-01,87757.13,2013,3
Fluid and gas distribution,2011-08-01,205612.55,2011,8
Fluid and gas distribution,2012-03-01,553135.73,2012,3
Fluid and gas distribution,2011-09-01,222348.82,2011,9
Fluid and gas distribution,2012-09-01,193571.44,2012,9
Fluid and gas distribution,2011-07-01,195653.79,2011,7
Fluid and gas distribution,2011-06-01,211123.36,2011,6
Fluid and gas distribution,2012-02-01,119251.79,2012,2
Fluid and gas distribution,2011-03-01,341329.5,2011,3
Fluid and gas distribution,2011-12-01,380499.3,2011,12
Fluid and gas distribution,2013-02-01,61501.76,2013,2
Fluid and gas distribution,2012-08-01,214517.48,2012,8
Fluid and gas distribution,2011-02-01,341297.85,2011,2
Fluid and gas distribution,2012-01-01,357163.94,2012,1
Fluid and gas distribution,2012-05-01,252259.35,2012,5
Fluid and gas distribution,2011-10-01,131350.31,2011,10
Fluid and gas distribution,2012-10-01,243814.07,2012,10
Fluid and gas distribution,2011-05-01,807092.7,2011,5
Fluid and gas distribution,2012-12-01,101531.33,2012,12
Fluid and gas distribution,2012-04-01,288154.62,2012,4
Fluid and gas distribution,2012-06-01,191847.03,2012,6
Fluid and gas distribution,2011-01-01,401292.7,2011,1
Fluid and gas distribution,2011-04-01,284232.48,2011,4
Fluid and gas distribution,2012-07-01,232633.85,2012,7
Fluid and gas distribution,2011-11-01,340233.71,2011,11
Fluid and gas distribution,2012-11-01,321189.94,2012,11
Fluid and gas distribution,2013-01-01,591898.39,2013,1
Food Beverage and Tobacco Products,2012-04-01,762.14,2012,4
Food Beverage and Tobacco Products,2011-05-01,518.42,2011,5
Food Beverage and Tobacco Products,2012-01-01,513.09,2012,1
Food Beverage and Tobacco Products,2011-11-01,1041.46,2011,11
Food Beverage and Tobacco Products,2012-02-01,617.99,2012,2
Food Beverage and Tobacco Products,2011-03-01,1388.64,2011,3
Food Beverage and Tobacco Products,2011-06-01,1340.03,2011,6
Food Beverage and Tobacco Products,2011-07-01,626.65,2011,7
Food Beverage and Tobacco Products,2011-09-01,1106.09,2011,9
Food product manufacturing or packing plant construction and remodeling service,2014-11-01,7235,2014,11
Food product manufacturing or packing plant construction and remodeling service,2014-10-01,7235,2014,10
Food product manufacturing or packing plant construction and remodeling service,2014-12-01,7235,2014,12
Food product manufacturing or packing plant construction and remodeling service,2013-11-01,7235,2013,11
Forest resources management services,2012-12-01,3250,2012,12
Forest resources management services,2014-11-01,1562.47,2014,11
Forest resources management services,2011-04-01,2800,2011,4
Forest resources management services,2012-06-01,425,2012,6
Forest resources management services,2013-04-01,875,2013,4
Forest resources management services,2013-09-01,4724.35,2013,9
Forest resources management services,2013-07-01,1871,2013,7
Fuels,2012-10-01,3775.22,2012,10
Fuels,2011-10-01,1650.7,2011,10
Fuels,2014-11-01,3196.4,2014,11
Fuels,2011-05-01,17289.62,2011,5
Fuels,2012-04-01,13234.56,2012,4
Fuels,2012-12-01,6405.59,2012,12
Fuels,2011-02-01,36461.91,2011,2
Fuels,2013-10-01,3226.55,2013,10
Fuels,2014-04-01,11318.46,2014,4
Fuels,2012-01-01,15023.02,2012,1
Fuels,2012-05-01,4324.19,2012,5
Fuels,2014-02-01,12543.08,2014,2
Fuels,2011-11-01,23661.12,2011,11
Fuels,2012-07-01,10347.97,2012,7
Fuels,2012-11-01,14022.34,2012,11
Fuels,2013-01-01,8719.45,2013,1
Fuels,2014-06-01,5409.3,2014,6
Fuels,2014-07-01,1342.49,2014,7
Fuels,2012-06-01,11009.95,2012,6
Fuels,2011-01-01,68580.62,2011,1
Fuels,2014-03-01,9707.4,2014,3
Fuels,2011-04-01,21989.19,2011,4
Fuels,2013-06-01,3471.11,2013,6
Fuels,2011-08-01,1828.39,2011,8
Fuels,2012-03-01,21679.31,2012,3
Fuels,2013-04-01,13299.81,2013,4
Fuels,2013-05-01,31141.6,2013,5
Fuels,2013-03-01,16651.36,2013,3
Fuels,2013-12-01,2083.2,2013,12
Fuels,2011-06-01,2341.08,2011,6
Fuels,2011-03-01,44668.46,2011,3
Fuels,2014-01-01,9404.02,2014,1
Fuels,2012-02-01,14435,2012,2
Fuels,2013-02-01,14416.99,2013,2
Fuels,2013-11-01,4390.73,2013,11
Fuels,2011-12-01,1176.56,2011,12
Fuels,2014-05-01,16772.9,2014,5
Fuels,2011-09-01,1642.22,2011,9
Fuels,2011-07-01,1602.49,2011,7
Fuels,2013-07-01,1874.35,2013,7
Funds transfer and clearance and exchange services,2014-11-01,640,2014,11
Furnaces or ovens manufacture services,2014-10-01,5.55,2014,10
Furniture and Furnishings,2012-03-01,7508.39,2012,3
Furniture and Furnishings,2013-05-01,448,2013,5
Furniture and Furnishings,2013-04-01,6839.92,2013,4
Furniture and Furnishings,2013-09-01,704,2013,9
Furniture and Furnishings,2013-03-01,3374.26,2013,3
Furniture and Furnishings,2011-06-01,3015.46,2011,6
Furniture and Furnishings,2012-02-01,57937.67,2012,2
Furniture and Furnishings,2011-03-01,1764.06,2011,3
Furniture and Furnishings,2011-12-01,1854,2011,12
Furniture and Furnishings,2014-05-01,1232,2014,5
Furniture and Furnishings,2011-07-01,18702.07,2011,7
Furniture and Furnishings,2014-12-01,14887.68,2014,12
Furniture and Furnishings,2012-10-01,3440.43,2012,10
Furniture and Furnishings,2011-05-01,685.55,2011,5
Furniture and Furnishings,2014-11-01,16224.08,2014,11
Furniture and Furnishings,2012-12-01,17401.77,2012,12
Furniture and Furnishings,2012-04-01,34887.83,2012,4
Furniture and Furnishings,2014-04-01,1492,2014,4
Furniture and Furnishings,2012-01-01,2915.32,2012,1
Furniture and Furnishings,2012-05-01,1695.36,2012,5
Furniture and Furnishings,2012-07-01,3447.2,2012,7
Furniture and Furnishings,2011-11-01,16920.31,2011,11
Furniture and Furnishings,2012-11-01,1874.32,2012,11
